id,brand,category,price,rating,discount,review,image_path,buy
228,Echo,Home,82.27,4.0,0.11,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_228.png,1
229,Echo,Beauty,207.15,1.0,0.07,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_229.png,0
230,Delta,Fashion,174.68,4.5,0.5,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_230.png,1
231,Bravo,Fashion,263.8,4.6,0.37,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_231.png,1
232,Delta,Fashion,55.52,2.8,0.09,I think this Delta fashion is poor. Price feels fair. Would consider buying again.,images/img_232.png,0
233,Alpha,Home,188.4,3.4,0.27,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_233.png,1
234,Bravo,Home,143.99,3.5,0.3,I think this Bravo home is average. Price feels fair. Would consider buying again.,images/img_234.png,1
235,Citrus,Fashion,246.21,4.0,0.39,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_235.png,1
236,Citrus,Fashion,33.39,4.7,0.0,I think this Citrus fashion is terrible. Price feels fair. Would consider buying again.,images/img_236.png,1
237,Echo,Home,192.86,5.0,0.23,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_237.png,1
238,Delta,Home,14.34,5.0,0.16,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_238.png,1
239,Bravo,Electronics,279.29,3.6,0.23,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_239.png,0
240,Citrus,Electronics,232.59,3.8,0.48,I think this Citrus electronics is average. Price feels fair. Would consider buying again.,images/img_240.png,1
241,Bravo,Beauty,22.27,4.4,0.12,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_241.png,1
242,Delta,Home,247.24,5.0,0.13,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_242.png,1
243,Echo,Sports,138.31,2.6,0.0,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_243.png,1
244,Alpha,Beauty,248.52,4.8,0.13,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_244.png,1
245,Citrus,Beauty,198.81,3.8,0.03,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_245.png,1
246,Echo,Beauty,257.63,2.2,0.11,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_246.png,1
247,Alpha,Sports,75.69,2.7,0.42,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_247.png,1
248,Bravo,Fashion,166.54,3.6,0.13,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_248.png,1
249,Alpha,Sports,232.57,4.5,0.29,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_249.png,1
250,Delta,Fashion,94.31,3.8,0.0,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_250.png,1
251,Alpha,Home,45.3,3.3,0.47,I think this Alpha home is terrible. Price feels fair. Would consider buying again.,images/img_251.png,0
252,Delta,Electronics,55.64,2.7,0.37,I think this Delta electronics is poor. Price feels fair. Would consider buying again.,images/img_252.png,0
253,Delta,Fashion,99.0,3.7,0.2,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_253.png,1
254,Alpha,Beauty,123.71,5.0,0.31,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_254.png,1
255,Echo,Home,20.49,3.0,0.19,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_255.png,1
256,Bravo,Electronics,174.56,4.0,0.14,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_256.png,1
257,Delta,Sports,171.3,3.1,0.21,I think this Delta sports is average. Price feels fair. Would consider buying again.,images/img_257.png,0
258,Echo,Beauty,248.11,2.6,0.03,I think this Echo beauty is poor. Price feels fair. Would consider buying again.,images/img_258.png,0
259,Delta,Fashion,208.94,3.4,0.29,I think this Delta fashion is terrible. Price feels fair. Would consider buying again.,images/img_259.png,0
260,Citrus,Sports,284.95,5.0,0.41,I think this Citrus sports is terrible. Price feels fair. Would consider buying again.,images/img_260.png,0
261,Citrus,Sports,214.63,4.4,0.3,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_261.png,1
262,Echo,Electronics,186.55,5.0,0.17,I think this Echo electronics is terrible. Price feels fair. Would consider buying again.,images/img_262.png,0
263,Bravo,Beauty,246.02,5.0,0.1,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_263.png,1
264,Alpha,Beauty,136.2,4.7,0.44,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_264.png,1
265,Echo,Electronics,261.82,3.0,0.12,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_265.png,1
266,Delta,Fashion,21.66,2.7,0.38,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_266.png,1
267,Delta,Home,197.59,4.6,0.05,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_267.png,1
268,Citrus,Home,68.04,3.7,0.25,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_268.png,1
269,Delta,Electronics,224.38,2.1,0.06,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_269.png,0
270,Citrus,Sports,155.41,5.0,0.64,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_270.png,1
271,Bravo,Fashion,219.32,5.0,0.19,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_271.png,1
272,Bravo,Beauty,198.95,2.7,0.0,I think this Bravo beauty is terrible. Price feels fair. Would consider buying again.,images/img_272.png,0
273,Bravo,Electronics,221.6,4.4,0.1,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_273.png,1
274,Citrus,Sports,192.44,4.2,0.0,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_274.png,1
275,Echo,Home,151.76,4.5,0.14,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_275.png,1
276,Delta,Home,177.03,3.3,0.24,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_276.png,0
277,Citrus,Sports,290.13,4.8,0.01,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_277.png,1
278,Delta,Electronics,182.63,2.6,0.12,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_278.png,0
279,Delta,Home,30.31,4.1,0.01,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_279.png,1
280,Alpha,Electronics,51.27,5.0,0.01,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_280.png,1
281,Echo,Sports,57.44,4.8,0.38,I think this Echo sports is terrible. Price feels fair. Would consider buying again.,images/img_281.png,1
282,Citrus,Sports,213.56,5.0,0.18,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_282.png,1
283,Bravo,Fashion,41.46,3.9,0.19,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_283.png,1
284,Delta,Home,23.99,2.8,0.29,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_284.png,1
285,Echo,Fashion,100.69,3.4,0.2,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_285.png,0
286,Delta,Electronics,148.17,2.5,0.28,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_286.png,1
287,Delta,Home,202.39,5.0,0.04,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_287.png,1
288,Alpha,Beauty,56.09,4.6,0.08,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_288.png,1
289,Delta,Home,260.76,4.5,0.06,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_289.png,1
290,Delta,Sports,117.55,4.2,0.23,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_290.png,1
291,Alpha,Home,278.98,5.0,0.38,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_291.png,1
292,Alpha,Fashion,248.78,4.8,0.47,I think this Alpha fashion is poor. Price feels fair. Would consider buying again.,images/img_292.png,1
293,Alpha,Sports,298.83,5.0,0.16,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_293.png,1
294,Alpha,Beauty,92.72,4.3,0.08,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_294.png,1
295,Echo,Fashion,202.6,4.6,0.31,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_295.png,1
296,Alpha,Beauty,260.98,2.5,0.07,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_296.png,1
297,Bravo,Home,103.13,2.7,0.0,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_297.png,0
298,Delta,Electronics,168.06,5.0,0.54,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_298.png,1
299,Echo,Beauty,30.23,5.0,0.35,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_299.png,1
300,Citrus,Sports,154.13,4.6,0.21,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_300.png,1
301,Delta,Electronics,16.44,2.8,0.0,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_301.png,1
302,Alpha,Fashion,80.36,1.6,0.12,I think this Alpha fashion is terrible. Price feels fair. Would consider buying again.,images/img_302.png,0
303,Bravo,Fashion,217.26,4.8,0.24,I think this Bravo fashion is terrible. Price feels fair. Would consider buying again.,images/img_303.png,0
304,Citrus,Sports,119.22,3.9,0.0,I think this Citrus sports is average. Price feels fair. Would consider buying again.,images/img_304.png,1
305,Delta,Fashion,149.9,3.1,0.05,I think this Delta fashion is terrible. Price feels fair. Would consider buying again.,images/img_305.png,0
306,Bravo,Fashion,163.36,3.2,0.22,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_306.png,0
307,Delta,Beauty,88.06,3.0,0.17,I think this Delta beauty is terrible. Price feels fair. Would consider buying again.,images/img_307.png,0
308,Echo,Beauty,258.23,3.5,0.28,I think this Echo beauty is poor. Price feels fair. Would consider buying again.,images/img_308.png,0
309,Citrus,Fashion,173.52,5.0,0.19,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_309.png,1
310,Echo,Home,161.68,4.2,0.54,I think this Echo home is poor. Price feels fair. Would consider buying again.,images/img_310.png,0
311,Citrus,Home,70.49,2.6,0.46,I think this Citrus home is poor. Price feels fair. Would consider buying again.,images/img_311.png,0
312,Echo,Fashion,232.28,2.4,0.26,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_312.png,0
313,Delta,Sports,247.56,5.0,0.08,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_313.png,1
314,Citrus,Sports,52.41,2.9,0.16,I think this Citrus sports is poor. Price feels fair. Would consider buying again.,images/img_314.png,0
315,Delta,Fashion,259.21,3.8,0.18,I think this Delta fashion is terrible. Price feels fair. Would consider buying again.,images/img_315.png,0
316,Bravo,Beauty,75.77,4.6,0.02,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_316.png,1
317,Bravo,Fashion,181.4,4.3,0.2,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_317.png,1
318,Delta,Fashion,204.99,2.1,0.0,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_318.png,0
319,Bravo,Fashion,296.46,4.6,0.44,I think this Bravo fashion is terrible. Price feels fair. Would consider buying again.,images/img_319.png,0
320,Bravo,Sports,85.82,5.0,0.46,I think this Bravo sports is terrible. Price feels fair. Would consider buying again.,images/img_320.png,0
321,Citrus,Electronics,74.73,3.4,0.17,I think this Citrus electronics is poor. Price feels fair. Would consider buying again.,images/img_321.png,1
322,Delta,Electronics,203.18,4.2,0.11,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_322.png,1
323,Delta,Electronics,197.75,2.0,0.26,I think this Delta electronics is average. Price feels fair. Would consider buying again.,images/img_323.png,0
324,Delta,Beauty,24.18,2.5,0.0,I think this Delta beauty is great. Price feels fair. Would consider buying again.,images/img_324.png,1
325,Citrus,Home,143.91,4.1,0.1,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_325.png,1
326,Delta,Electronics,193.14,3.3,0.28,I think this Delta electronics is poor. Price feels fair. Would consider buying again.,images/img_326.png,0
